"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"ABM_Unit4_model7.nlogox"
"social-influence-experiment"
"07/08/2026 16:45:24:111 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","broadcast","density","social","frac-influential","m","network","influential-weight","[step]","count turtles with [adopted?]","count regulars with [adopted?]","count influentials with  [adopted?]"
"22","0.01","0.3","0.3","0.25","100","random","0.7","20","73","54","19"
"22","0.01","0.3","0.3","0.25","100","random","0.7","21","80","60","20"
"24","0.01","0.3","0.3","0.25","100","random","0.7","5","19","13","6"
"22","0.01","0.3","0.3","0.25","100","random","0.7","22","86","65","21"
"21","0.01","0.3","0.3","0.25","100","random","0.7","10","20","15","5"
"22","0.01","0.3","0.3","0.25","100","random","0.7","23","86","65","21"
"22","0.01","0.3","0.3","0.25","100","random","0.7","24","88","67","21"
"22","0.01","0.3","0.3","0.25","100","random","0.7","25","91","69","22"
"24","0.01","0.3","0.3","0.25","100","random","0.7","6","23","16","7"
"22","0.01","0.3","0.3","0.25","100","random","0.7","26","94","71","23"
"22","0.01","0.3","0.3","0.25","100","random","0.7","27","96","72","24"
"22","0.01","0.3","0.3","0.25","100","random","0.7","28","98","74","24"
"22","0.01","0.3","0.3","0.25","100","random","0.7","29","99","74","25"
"22","0.01","0.3","0.3","0.25","100","random","0.7","30","99","74","25"
"22","0.01","0.3","0.3","0.25","100","random","0.7","31","100","75","25"
"21","0.01","0.3","0.3","0.25","100","random","0.7","11","23","17","6"
"25","0.01","0.3","0.3","0.25","100","random","0.7","0","0","0","0"
"24","0.01","0.3","0.3","0.25","100","random","0.7","7","34","25","9"
"24","0.01","0.3","0.3","0.25","100","random","0.7","8","43","32","11"
"25","0.01","0.3","0.3","0.25","100","random","0.7","1","1","1","0"
"21","0.01","0.3","0.3","0.25","100","random","0.7","12","26","20","6"
"24","0.01","0.3","0.3","0.25","100","random","0.7","9","53","38","15"
"25","0.01","0.3","0.3","0.25","100","random","0.7","2","1","1","0"
"24","0.01","0.3","0.3","0.25","100","random","0.7","10","63","46","17"
"24","0.01","0.3","0.3","0.25","100","random","0.7","11","69","51","18"
"25","0.01","0.3","0.3","0.25","100","random","0.7","3","1","1","0"
"21","0.01","0.3","0.3","0.25","100","random","0.7","13","31","23","8"
"24","0.01","0.3","0.3","0.25","100","random","0.7","12","74","55","19"
"24","0.01","0.3","0.3","0.25","100","random","0.7","13","83","63","20"
"25","0.01","0.3","0.3","0.25","100","random","0.7","4","1","1","0"
"24","0.01","0.3","0.3","0.25","100","random","0.7","14","91","69","22"
"24","0.01","0.3","0.3","0.25","100","random","0.7","15","94","70","24"
"24","0.01","0.3","0.3","0.25","100","random","0.7","16","96","72","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","14","38","30","8"
"24","0.01","0.3","0.3","0.25","100","random","0.7","17","97","73","24"
"17","0.01","0.3","0.2","0.25","100","random","0.7","12","14","12","2"
"24","0.01","0.3","0.3","0.25","100","random","0.7","18","97","73","24"
"24","0.01","0.3","0.3","0.25","100","random","0.7","19","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","5","6","5","1"
"24","0.01","0.3","0.3","0.25","100","random","0.7","20","99","74","25"
"24","0.01","0.3","0.3","0.25","100","random","0.7","21","100","75","25"
"21","0.01","0.3","0.3","0.25","100","random","0.7","15","42","33","9"
"25","0.01","0.3","0.3","0.25","100","random","0.7","6","9","7","2"
"26","0.01","0.3","0.3","0.25","100","random","0.7","0","0","0","0"
"21","0.01","0.3","0.3","0.25","100","random","0.7","16","52","40","12"
"25","0.01","0.3","0.3","0.25","100","random","0.7","7","12","9","3"
"25","0.01","0.3","0.3","0.25","100","random","0.7","8","18","13","5"
"21","0.01","0.3","0.3","0.25","100","random","0.7","17","59","45","14"
"26","0.01","0.3","0.3","0.25","100","random","0.7","1","3","2","1"
"25","0.01","0.3","0.3","0.25","100","random","0.7","9","27","20","7"
"17","0.01","0.3","0.2","0.25","100","random","0.7","13","16","12","4"
"21","0.01","0.3","0.3","0.25","100","random","0.7","18","65","50","15"
"26","0.01","0.3","0.3","0.25","100","random","0.7","2","9","6","3"
"25","0.01","0.3","0.3","0.25","100","random","0.7","10","36","28","8"
"21","0.01","0.3","0.3","0.25","100","random","0.7","19","70","53","17"
"25","0.01","0.3","0.3","0.25","100","random","0.7","11","44","34","10"
"26","0.01","0.3","0.3","0.25","100","random","0.7","3","12","7","5"
"17","0.01","0.3","0.2","0.25","100","random","0.7","14","20","15","5"
"21","0.01","0.3","0.3","0.25","100","random","0.7","20","78","58","20"
"25","0.01","0.3","0.3","0.25","100","random","0.7","12","48","38","10"
"26","0.01","0.3","0.3","0.25","100","random","0.7","4","17","12","5"
"21","0.01","0.3","0.3","0.25","100","random","0.7","21","83","62","21"
"27","0.01","0.3","0.3","0.25","100","random","0.7","0","0","0","0"
"21","0.01","0.3","0.3","0.25","100","random","0.7","22","86","65","21"
"25","0.01","0.3","0.3","0.25","100","random","0.7","13","60","45","15"
"26","0.01","0.3","0.3","0.25","100","random","0.7","5","23","17","6"
"21","0.01","0.3","0.3","0.25","100","random","0.7","23","89","67","22"
"25","0.01","0.3","0.3","0.25","100","random","0.7","14","64","49","15"
"21","0.01","0.3","0.3","0.25","100","random","0.7","24","91","69","22"
"27","0.01","0.3","0.3","0.25","100","random","0.7","1","3","3","0"
"21","0.01","0.3","0.3","0.25","100","random","0.7","25","93","70","23"
"21","0.01","0.3","0.3","0.25","100","random","0.7","26","96","73","23"
"25","0.01","0.3","0.3","0.25","100","random","0.7","15","69","53","16"
"26","0.01","0.3","0.3","0.25","100","random","0.7","6","32","24","8"
"21","0.01","0.3","0.3","0.25","100","random","0.7","27","97","73","24"
"25","0.01","0.3","0.3","0.25","100","random","0.7","16","76","56","20"
"21","0.01","0.3","0.3","0.25","100","random","0.7","28","98","74","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","2","5","5","0"
"21","0.01","0.3","0.3","0.25","100","random","0.7","29","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","30","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","31","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","32","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","33","99","75","24"
"25","0.01","0.3","0.3","0.25","100","random","0.7","17","80","58","22"
"21","0.01","0.3","0.3","0.25","100","random","0.7","34","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","35","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","36","99","75","24"
"19","0.01","0.3","0.2","0.25","100","random","0.7","7","19","16","3"
"25","0.01","0.3","0.3","0.25","100","random","0.7","18","84","61","23"
"21","0.01","0.3","0.3","0.25","100","random","0.7","37","99","75","24"
"26","0.01","0.3","0.3","0.25","100","random","0.7","7","39","29","10"
"17","0.01","0.3","0.2","0.25","100","random","0.7","15","23","18","5"
"27","0.01","0.3","0.3","0.25","100","random","0.7","3","6","6","0"
"25","0.01","0.3","0.3","0.25","100","random","0.7","19","86","63","23"
"21","0.01","0.3","0.3","0.25","100","random","0.7","38","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","39","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","40","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","41","99","75","24"
"25","0.01","0.3","0.3","0.25","100","random","0.7","20","88","64","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","42","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","43","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","44","99","75","24"
"25","0.01","0.3","0.3","0.25","100","random","0.7","21","89","65","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","45","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","46","99","75","24"
"26","0.01","0.3","0.3","0.25","100","random","0.7","8","44","33","11"
"21","0.01","0.3","0.3","0.25","100","random","0.7","47","99","75","24"
"21","0.01","0.3","0.3","0.25","100","random","0.7","48","100","75","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","22","89","65","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","4","6","6","0"
"25","0.01","0.3","0.3","0.25","100","random","0.7","23","92","67","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","24","94","69","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","25","98","73","25"
"26","0.01","0.3","0.3","0.25","100","random","0.7","9","54","41","13"
"25","0.01","0.3","0.3","0.25","100","random","0.7","26","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","27","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","28","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","29","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","30","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","31","99","74","25"
"27","0.01","0.3","0.3","0.25","100","random","0.7","5","9","8","1"
"25","0.01","0.3","0.3","0.25","100","random","0.7","32","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","33","99","74","25"
"25","0.01","0.3","0.3","0.25","100","random","0.7","34","100","75","25"
"26","0.01","0.3","0.3","0.25","100","random","0.7","10","59","46","13"
"26","0.01","0.3","0.3","0.25","100","random","0.7","11","67","51","16"
"27","0.01","0.3","0.3","0.25","100","random","0.7","6","18","14","4"
"17","0.01","0.3","0.2","0.25","100","random","0.7","16","25","20","5"
"26","0.01","0.3","0.3","0.25","100","random","0.7","12","77","58","19"
"19","0.01","0.3","0.2","0.25","100","random","0.7","8","22","19","3"
"27","0.01","0.3","0.3","0.25","100","random","0.7","7","29","20","9"
"26","0.01","0.3","0.3","0.25","100","random","0.7","13","83","64","19"
"26","0.01","0.3","0.3","0.25","100","random","0.7","14","88","68","20"
"26","0.01","0.3","0.3","0.25","100","random","0.7","15","92","70","22"
"26","0.01","0.3","0.3","0.25","100","random","0.7","16","95","72","23"
"26","0.01","0.3","0.3","0.25","100","random","0.7","17","96","73","23"
"26","0.01","0.3","0.3","0.25","100","random","0.7","18","97","74","23"
"26","0.01","0.3","0.3","0.25","100","random","0.7","19","99","74","25"
"26","0.01","0.3","0.3","0.25","100","random","0.7","20","99","74","25"
"26","0.01","0.3","0.3","0.25","100","random","0.7","21","100","75","25"
"19","0.01","0.3","0.2","0.25","100","random","0.7","9","27","22","5"
"27","0.01","0.3","0.3","0.25","100","random","0.7","8","34","24","10"
"27","0.01","0.3","0.3","0.25","100","random","0.7","9","39","28","11"
"19","0.01","0.3","0.2","0.25","100","random","0.7","10","31","25","6"
"27","0.01","0.3","0.3","0.25","100","random","0.7","10","43","30","13"
"19","0.01","0.3","0.2","0.25","100","random","0.7","11","35","29","6"
"27","0.01","0.3","0.3","0.25","100","random","0.7","11","48","33","15"
"29","0.01","0.3","0.3","0.25","100","random","0.7","0","0","0","0"
"27","0.01","0.3","0.3","0.25","100","random","0.7","12","56","40","16"
"29","0.01","0.3","0.3","0.25","100","random","0.7","1","2","2","0"
"27","0.01","0.3","0.3","0.25","100","random","0.7","13","59","42","17"
"17","0.01","0.3","0.2","0.25","100","random","0.7","17","27","22","5"
"29","0.01","0.3","0.3","0.25","100","random","0.7","2","3","3","0"
"27","0.01","0.3","0.3","0.25","100","random","0.7","14","71","51","20"
"27","0.01","0.3","0.3","0.25","100","random","0.7","15","76","56","20"
"27","0.01","0.3","0.3","0.25","100","random","0.7","16","82","62","20"
"29","0.01","0.3","0.3","0.25","100","random","0.7","3","8","6","2"
"17","0.01","0.3","0.2","0.25","100","random","0.7","18","30","24","6"
"27","0.01","0.3","0.3","0.25","100","random","0.7","17","88","66","22"
"27","0.01","0.3","0.3","0.25","100","random","0.7","18","92","69","23"
"27","0.01","0.3","0.3","0.25","100","random","0.7","19","94","71","23"
"30","0.01","0.3","0.3","0.25","100","random","0.7","0","0","0","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","4","11","7","4"
"27","0.01","0.3","0.3","0.25","100","random","0.7","20","95","72","23"
"27","0.01","0.3","0.3","0.25","100","random","0.7","21","97","74","23"
"27","0.01","0.3","0.3","0.25","100","random","0.7","22","98","75","23"
"27","0.01","0.3","0.3","0.25","100","random","0.7","23","98","75","23"
"27","0.01","0.3","0.3","0.25","100","random","0.7","24","99","75","24"
"28","0.01","0.3","0.3","0.25","100","random","0.7","0","0","0","0"
"27","0.01","0.3","0.3","0.25","100","random","0.7","25","99","75","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","26","99","75","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","27","99","75","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","28","99","75","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","29","99","75","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","30","99","75","24"
"27","0.01","0.3","0.3","0.25","100","random","0.7","31","99","75","24"
"30","0.01","0.3","0.3","0.25","100","random","0.7","1","2","2","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","5","15","10","5"
"27","0.01","0.3","0.3","0.25","100","random","0.7","32","100","75","25"
"30","0.01","0.3","0.3","0.25","100","random","0.7","2","4","4","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","6","19","14","5"
"28","0.01","0.3","0.3","0.25","100","random","0.7","1","2","2","0"
"30","0.01","0.3","0.3","0.25","100","random","0.7","3","6","6","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","7","26","19","7"
"28","0.01","0.3","0.3","0.25","100","random","0.7","2","3","2","1"
"29","0.01","0.3","0.3","0.25","100","random","0.7","8","33","26","7"
"30","0.01","0.3","0.3","0.25","100","random","0.7","4","8","8","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","9","36","29","7"
"30","0.01","0.3","0.3","0.25","100","random","0.7","5","9","9","0"
"28","0.01","0.3","0.3","0.25","100","random","0.7","3","12","5","7"
"19","0.01","0.3","0.2","0.25","100","random","0.7","12","41","34","7"
"29","0.01","0.3","0.3","0.25","100","random","0.7","10","41","32","9"
"30","0.01","0.3","0.3","0.25","100","random","0.7","6","13","13","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","11","55","42","13"
"30","0.01","0.3","0.3","0.25","100","random","0.7","7","14","14","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","12","63","49","14"
"29","0.01","0.3","0.3","0.25","100","random","0.7","13","68","52","16"
"28","0.01","0.3","0.3","0.25","100","random","0.7","4","17","9","8"
"30","0.01","0.3","0.3","0.25","100","random","0.7","8","15","15","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","14","75","59","16"
"29","0.01","0.3","0.3","0.25","100","random","0.7","15","83","65","18"
"29","0.01","0.3","0.3","0.25","100","random","0.7","16","89","68","21"
"30","0.01","0.3","0.3","0.25","100","random","0.7","9","18","18","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","17","91","70","21"
"29","0.01","0.3","0.3","0.25","100","random","0.7","18","94","71","23"
"28","0.01","0.3","0.3","0.25","100","random","0.7","5","24","15","9"
"29","0.01","0.3","0.3","0.25","100","random","0.7","19","96","73","23"
"29","0.01","0.3","0.3","0.25","100","random","0.7","20","97","73","24"
"29","0.01","0.3","0.3","0.25","100","random","0.7","21","97","73","24"
"29","0.01","0.3","0.3","0.25","100","random","0.7","22","98","74","24"
"29","0.01","0.3","0.3","0.25","100","random","0.7","23","99","75","24"
"29","0.01","0.3","0.3","0.25","100","random","0.7","24","99","75","24"
"30","0.01","0.3","0.3","0.25","100","random","0.7","10","20","20","0"
"29","0.01","0.3","0.3","0.25","100","random","0.7","25","99","75","24"
"19","0.01","0.3","0.2","0.25","100","random","0.7","13","46","39","7"
"29","0.01","0.3","0.3","0.25","100","random","0.7","26","100","75","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","19","32","25","7"
"28","0.01","0.3","0.3","0.25","100","random","0.7","6","32","19","13"
"31","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"30","0.01","0.3","0.3","0.25","100","random","0.7","11","21","21","0"
"19","0.01","0.3","0.2","0.25","100","random","0.7","14","54","46","8"
"30","0.01","0.3","0.3","0.25","100","random","0.7","12","24","24","0"
"31","0.01","0.3","0.4","0.25","100","random","0.7","1","1","1","0"
"28","0.01","0.3","0.3","0.25","100","random","0.7","7","49","30","19"
"31","0.01","0.3","0.4","0.25","100","random","0.7","2","2","2","0"
"30","0.01","0.3","0.3","0.25","100","random","0.7","13","29","27","2"
"19","0.01","0.3","0.2","0.25","100","random","0.7","15","59","49","10"
"17","0.01","0.3","0.2","0.25","100","random","0.7","20","37","30","7"
"28","0.01","0.3","0.3","0.25","100","random","0.7","8","60","40","20"
"30","0.01","0.3","0.3","0.25","100","random","0.7","14","32","30","2"
"31","0.01","0.3","0.4","0.25","100","random","0.7","3","5","3","2"
"28","0.01","0.3","0.3","0.25","100","random","0.7","9","69","49","20"
"30","0.01","0.3","0.3","0.25","100","random","0.7","15","39","36","3"
"31","0.01","0.3","0.4","0.25","100","random","0.7","4","14","11","3"
"19","0.01","0.3","0.2","0.25","100","random","0.7","16","63","52","11"
"30","0.01","0.3","0.3","0.25","100","random","0.7","16","41","38","3"
"31","0.01","0.3","0.4","0.25","100","random","0.7","5","19","14","5"
"17","0.01","0.3","0.2","0.25","100","random","0.7","21","41","31","10"
"28","0.01","0.3","0.3","0.25","100","random","0.7","10","77","54","23"
"30","0.01","0.3","0.3","0.25","100","random","0.7","17","46","43","3"
"31","0.01","0.3","0.4","0.25","100","random","0.7","6","25","20","5"
"19","0.01","0.3","0.2","0.25","100","random","0.7","17","69","57","12"
"30","0.01","0.3","0.3","0.25","100","random","0.7","18","51","45","6"
"28","0.01","0.3","0.3","0.25","100","random","0.7","11","81","58","23"
"31","0.01","0.3","0.4","0.25","100","random","0.7","7","29","24","5"
"17","0.01","0.3","0.2","0.25","100","random","0.7","22","45","33","12"
"19","0.01","0.3","0.2","0.25","100","random","0.7","18","73","59","14"
"30","0.01","0.3","0.3","0.25","100","random","0.7","19","52","46","6"
"32","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"31","0.01","0.3","0.4","0.25","100","random","0.7","8","37","30","7"
"19","0.01","0.3","0.2","0.25","100","random","0.7","19","77","61","16"
"30","0.01","0.3","0.3","0.25","100","random","0.7","20","58","50","8"
"32","0.01","0.3","0.4","0.25","100","random","0.7","1","1","1","0"
"31","0.01","0.3","0.4","0.25","100","random","0.7","9","44","34","10"
"19","0.01","0.3","0.2","0.25","100","random","0.7","20","81","64","17"
"30","0.01","0.3","0.3","0.25","100","random","0.7","21","67","56","11"
"17","0.01","0.3","0.2","0.25","100","random","0.7","23","53","39","14"
"28","0.01","0.3","0.3","0.25","100","random","0.7","12","84","60","24"
"31","0.01","0.3","0.4","0.25","100","random","0.7","10","56","43","13"
"30","0.01","0.3","0.3","0.25","100","random","0.7","22","71","57","14"
"19","0.01","0.3","0.2","0.25","100","random","0.7","21","85","66","19"
"31","0.01","0.3","0.4","0.25","100","random","0.7","11","65","52","13"
"19","0.01","0.3","0.2","0.25","100","random","0.7","22","87","67","20"
"30","0.01","0.3","0.3","0.25","100","random","0.7","23","73","57","16"
"31","0.01","0.3","0.4","0.25","100","random","0.7","12","77","60","17"
"30","0.01","0.3","0.3","0.25","100","random","0.7","24","77","59","18"
"31","0.01","0.3","0.4","0.25","100","random","0.7","13","81","62","19"
"28","0.01","0.3","0.3","0.25","100","random","0.7","13","90","65","25"
"30","0.01","0.3","0.3","0.25","100","random","0.7","25","85","61","24"
"31","0.01","0.3","0.4","0.25","100","random","0.7","14","83","64","19"
"19","0.01","0.3","0.2","0.25","100","random","0.7","23","88","68","20"
"30","0.01","0.3","0.3","0.25","100","random","0.7","26","89","65","24"
"28","0.01","0.3","0.3","0.25","100","random","0.7","14","94","69","25"
"31","0.01","0.3","0.4","0.25","100","random","0.7","15","88","69","19"
"30","0.01","0.3","0.3","0.25","100","random","0.7","27","94","70","24"
"31","0.01","0.3","0.4","0.25","100","random","0.7","16","94","72","22"
"28","0.01","0.3","0.3","0.25","100","random","0.7","15","95","70","25"
"30","0.01","0.3","0.3","0.25","100","random","0.7","28","95","71","24"
"31","0.01","0.3","0.4","0.25","100","random","0.7","17","96","73","23"
"30","0.01","0.3","0.3","0.25","100","random","0.7","29","96","71","25"
"28","0.01","0.3","0.3","0.25","100","random","0.7","16","97","72","25"
"30","0.01","0.3","0.3","0.25","100","random","0.7","30","98","73","25"
"28","0.01","0.3","0.3","0.25","100","random","0.7","17","97","72","25"
"31","0.01","0.3","0.4","0.25","100","random","0.7","18","98","74","24"
"32","0.01","0.3","0.4","0.25","100","random","0.7","2","3","3","0"
"30","0.01","0.3","0.3","0.25","100","random","0.7","31","98","73","25"
"31","0.01","0.3","0.4","0.25","100","random","0.7","19","98","74","24"
"30","0.01","0.3","0.3","0.25","100","random","0.7","32","98","73","25"
"31","0.01","0.3","0.4","0.25","100","random","0.7","20","98","74","24"
"30","0.01","0.3","0.3","0.25","100","random","0.7","33","100","75","25"
"31","0.01","0.3","0.4","0.25","100","random","0.7","21","100","75","25"
"19","0.01","0.3","0.2","0.25","100","random","0.7","24","90","69","21"
"32","0.01","0.3","0.4","0.25","100","random","0.7","3","4","4","0"
"17","0.01","0.3","0.2","0.25","100","random","0.7","24","58","40","18"
"32","0.01","0.3","0.4","0.25","100","random","0.7","4","5","4","1"
"17","0.01","0.3","0.2","0.25","100","random","0.7","25","66","47","19"
"32","0.01","0.3","0.4","0.25","100","random","0.7","5","10","7","3"
"19","0.01","0.3","0.2","0.25","100","random","0.7","25","90","69","21"
"17","0.01","0.3","0.2","0.25","100","random","0.7","26","70","51","19"
"19","0.01","0.3","0.2","0.25","100","random","0.7","26","90","69","21"
"32","0.01","0.3","0.4","0.25","100","random","0.7","6","17","13","4"
"19","0.01","0.3","0.2","0.25","100","random","0.7","27","91","70","21"
"17","0.01","0.3","0.2","0.25","100","random","0.7","27","73","53","20"
"19","0.01","0.3","0.2","0.25","100","random","0.7","28","93","72","21"
"19","0.01","0.3","0.2","0.25","100","random","0.7","29","94","73","21"
"32","0.01","0.3","0.4","0.25","100","random","0.7","7","30","25","5"
"19","0.01","0.3","0.2","0.25","100","random","0.7","30","95","73","22"
"17","0.01","0.3","0.2","0.25","100","random","0.7","28","81","61","20"
"19","0.01","0.3","0.2","0.25","100","random","0.7","31","96","73","23"
"17","0.01","0.3","0.2","0.25","100","random","0.7","29","83","62","21"
"32","0.01","0.3","0.4","0.25","100","random","0.7","8","34","28","6"
"19","0.01","0.3","0.2","0.25","100","random","0.7","32","97","73","24"
"19","0.01","0.3","0.2","0.25","100","random","0.7","33","97","73","24"
"19","0.01","0.3","0.2","0.25","100","random","0.7","34","97","73","24"
"19","0.01","0.3","0.2","0.25","100","random","0.7","35","99","74","25"
"19","0.01","0.3","0.2","0.25","100","random","0.7","36","100","75","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","9","45","36","9"
"33","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"34","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"17","0.01","0.3","0.2","0.25","100","random","0.7","30","87","66","21"
"32","0.01","0.3","0.4","0.25","100","random","0.7","10","52","42","10"
"33","0.01","0.3","0.4","0.25","100","random","0.7","1","0","0","0"
"28","0.01","0.3","0.3","0.25","100","random","0.7","18","97","72","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","11","57","46","11"
"34","0.01","0.3","0.4","0.25","100","random","0.7","1","0","0","0"
"32","0.01","0.3","0.4","0.25","100","random","0.7","12","68","54","14"
"33","0.01","0.3","0.4","0.25","100","random","0.7","2","1","1","0"
"32","0.01","0.3","0.4","0.25","100","random","0.7","13","73","57","16"
"34","0.01","0.3","0.4","0.25","100","random","0.7","2","1","1","0"
"28","0.01","0.3","0.3","0.25","100","random","0.7","19","98","73","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","31","88","66","22"
"28","0.01","0.3","0.3","0.25","100","random","0.7","20","98","73","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","14","79","61","18"
"28","0.01","0.3","0.3","0.25","100","random","0.7","21","99","74","25"
"28","0.01","0.3","0.3","0.25","100","random","0.7","22","99","74","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","3","5","4","1"
"32","0.01","0.3","0.4","0.25","100","random","0.7","15","86","67","19"
"28","0.01","0.3","0.3","0.25","100","random","0.7","23","100","75","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","32","89","67","22"
"33","0.01","0.3","0.4","0.25","100","random","0.7","4","7","6","1"
"32","0.01","0.3","0.4","0.25","100","random","0.7","16","90","70","20"
"34","0.01","0.3","0.4","0.25","100","random","0.7","3","7","5","2"
"34","0.01","0.3","0.4","0.25","100","random","0.7","4","9","6","3"
"17","0.01","0.3","0.2","0.25","100","random","0.7","33","92","69","23"
"32","0.01","0.3","0.4","0.25","100","random","0.7","17","93","71","22"
"33","0.01","0.3","0.4","0.25","100","random","0.7","5","9","8","1"
"32","0.01","0.3","0.4","0.25","100","random","0.7","18","94","72","22"
"32","0.01","0.3","0.4","0.25","100","random","0.7","19","95","73","22"
"32","0.01","0.3","0.4","0.25","100","random","0.7","20","99","74","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","21","99","74","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","22","99","74","25"
"34","0.01","0.3","0.4","0.25","100","random","0.7","5","16","12","4"
"32","0.01","0.3","0.4","0.25","100","random","0.7","23","99","74","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","24","99","74","25"
"32","0.01","0.3","0.4","0.25","100","random","0.7","25","100","75","25"
"34","0.01","0.3","0.4","0.25","100","random","0.7","6","25","19","6"
"34","0.01","0.3","0.4","0.25","100","random","0.7","7","37","29","8"
"34","0.01","0.3","0.4","0.25","100","random","0.7","8","46","34","12"
"34","0.01","0.3","0.4","0.25","100","random","0.7","9","59","46","13"
"34","0.01","0.3","0.4","0.25","100","random","0.7","10","71","57","14"
"34","0.01","0.3","0.4","0.25","100","random","0.7","11","77","62","15"
"34","0.01","0.3","0.4","0.25","100","random","0.7","12","83","66","17"
"34","0.01","0.3","0.4","0.25","100","random","0.7","13","92","72","20"
"34","0.01","0.3","0.4","0.25","100","random","0.7","14","93","72","21"
"34","0.01","0.3","0.4","0.25","100","random","0.7","15","96","73","23"
"34","0.01","0.3","0.4","0.25","100","random","0.7","16","96","73","23"
"34","0.01","0.3","0.4","0.25","100","random","0.7","17","98","75","23"
"34","0.01","0.3","0.4","0.25","100","random","0.7","18","99","75","24"
"34","0.01","0.3","0.4","0.25","100","random","0.7","19","99","75","24"
"34","0.01","0.3","0.4","0.25","100","random","0.7","20","100","75","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","6","14","13","1"
"37","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"36","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"37","0.01","0.3","0.4","0.25","100","random","0.7","1","3","2","1"
"37","0.01","0.3","0.4","0.25","100","random","0.7","2","11","6","5"
"36","0.01","0.3","0.4","0.25","100","random","0.7","1","1","0","1"
"17","0.01","0.3","0.2","0.25","100","random","0.7","34","92","69","23"
"36","0.01","0.3","0.4","0.25","100","random","0.7","2","1","0","1"
"35","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"37","0.01","0.3","0.4","0.25","100","random","0.7","3","23","16","7"
"17","0.01","0.3","0.2","0.25","100","random","0.7","35","93","70","23"
"37","0.01","0.3","0.4","0.25","100","random","0.7","4","32","23","9"
"36","0.01","0.3","0.4","0.25","100","random","0.7","3","2","1","1"
